Dışa Aktarım Tarihi:,23.06.2026 11:09:59
Toplam Kayıt Sayısı:,12120

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
FKV,QNB PORTFÖY KAR PAYI ÖDEYEN YEDİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"46,370685",48790000.01,483,"2262425735,97"
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"60,172803",66877899.00,2186,"4024230616,27"
FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"1,681026",58887382.00,1465,"98991234,15"
FMG,QNB PORTFÖY GÜMÜŞ SERBEST FON,17.06.2026,"3,550702",3887233988.00,11792,"13802410826,15"
FMS,QNB PORTFÖY SABİHA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"55,118646",11051517.00,1,"609144655,63"
FMV,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON,17.06.2026,"1,32786",112604668.00,26,"149523208,07"
FNE,AZİMUT PORTFÖY FİNE AGRO SERBEST (TL) ÖZEL FON,17.06.2026,"2,818558",389840.00,1,"1098786,65"
FNN,QNB PORTFÖY KAR PAYI ÖDEYEN ONUNCU SERBEST (DÖVİZ) FON,17.06.2026,"0,00",0.00,1,"0,00"
FNO,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"0,194904",60582468485.04,7246,"11807758910,14"
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,103095",271017777.00,1986,"569976192,63"
FP4,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,152728",128313760.00,170,"147910820,42"
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,17.06.2026,"73,434269",4504190.00,1466,"330761901,80"
FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,17.06.2026,"2,305967",445208641.00,2298,"1026636410,34"
FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"34,830534",43504637.00,4738,"1515289720,75"
FPI,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,17.06.2026,"2,467735",36460201.00,155,"89974119,37"
FPK,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,092135",3170524228.00,1152,"292115566,82"
FPR,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"11,493769",15255522.00,20,"175343452,76"
FPZ,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"66,33222",2072933377.00,19706,"137502271864,72"
FR1,ONE PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"0,933499",380646335.00,21,"355332949,50"
FRA,AZIMUT PORTFÖY MAB SERBEST ÖZEL FON,17.06.2026,"33,119275",16346222.00,2,"541375014,93"
FRC,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,678794",39768158.00,396,"66762532,74"
FRZ,AZİMUT PORTFÖY FRZ SERBEST ÖZEL FON,17.06.2026,"15,15913",17900643.00,2,"271358168,76"
FS1,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,720319",105026435.00,281,"180679021,24"
FS2,ONE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,327474",11771057.00,27,"27396823,85"
FS3,ONE PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,213464",848905645.00,22,"1879022501,85"
FS4,ONE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"7,238598",513376895.00,21,"3716128773,82"
FS5,ONE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,395213",5055024.00,11,"12107861,72"
FS6,ONE PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,17.06.2026,"1,656705",38814732.00,265,"64304560,22"
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,17.06.2026,"6,449459",1780328103.00,7192,"11482153461,09"
FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,840182",259742412.00,798,"997458154,01"
FSH,FİBA PORTFÖY FON SEPETİ SERBEST FON,17.06.2026,"4,84552",124932017.00,643,"605360577,37"
FSK,QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,17.06.2026,"5,707941",1105097283.00,2486,"6307830230,41"
FSM,ONE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,600016",135144377.00,22,"486521874,57"
FSP,FONMAP PORTFÖY SERBEST (DÖVİZ) FON,17.06.2026,"32,848548",7375.00,23,"242258,04"
FSR,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"45,798235",208186383.00,2539,"9534568966,30"
FSU,TERA PORTFÖY FON SEPETİ FONU,17.06.2026,"1,327665",596210028.00,6115,"791567094,69"
FSV,QNB PORTFÖY KAR PAYI ÖDEYEN SEKİZİNCİ SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"53,648528",185010000.01,1666,"9925514080,71"
FTL,ONE PORTFÖY PARA PİYASASI KATILIM FONU,17.06.2026,"1,429742",221343077.00,225,"316463455,96"
FTM,FİBA PORTFÖY TEMMUZ 2026 SERBEST (DÖVİZ) FON,17.06.2026,"54,005084",32443879.00,14,"1752134404,66"
FTY,QNB PORTFÖY KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,17.06.2026,"46,218678",166440000.00,1248,"7692636783,50"
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"5,297028",63040307.00,5011,"333926301,35"
FUB,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,726244",1978606527.00,2240,"1436950776,83"
FUM,AK PORTFÖY ALESTA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"60,400931",7191032.00,2,"434345030,12"
FUN,FİBA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,17.06.2026,"1,52237",561047405.00,14,"854121681,54"
FUP,QNB PORTFÖY BAYSAN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"95,339278",3505750.00,2,"334235674,35"
FVL,FİBA PORTFÖY BİRİNCİ SERBEST (TL) FON,17.06.2026,"4,619173",329968924.00,61,"1524183627,85"
FYA,İSTANBUL PORTFÖY ARK II SERBEST FON,17.06.2026,"0,0533",31400752099.00,147,"1673674830,24"
FYB,AZİMUT PORTFÖY EB SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"97,458613",1996445.00,9,"194570759,71"
FYD,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"11,483664",333204134.19,5702,"3826404367,65"
FYF,STRATEJİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN),17.06.2026,"0,103302",350708449.00,11,"36228788,55"
FYG,AZİMUT PORTFÖY ÖPY SERBEST ( DÖVİZ ) ÖZEL FON,17.06.2026,"16,043323",5760069.00,2,"92410649,11"
FYH,AZİMUT PYŞ SERBEST ( DÖVİZ ) FON,17.06.2026,"83,225",7993611.00,23,"665268275,83"
FYI,AZİMUT PORTFÖY 4.0 SERBEST FON,17.06.2026,"10,239178",5188694.00,201,"53127960,34"
FYM,AZİMUT PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,17.06.2026,"0,421984",777165221.00,15,"327951649,79"
FYO,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,17.06.2026,"1,108595",1356844525.01,1381,"1504190890,35"
FYT,QNB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,342232",9361130026.00,97943,"3203677084,71"
FYZ,AZİMUT PORTFÖY AS HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"6,165425",43416680.00,2,"267682293,15"
FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"5,470632",232636221.63,2246,"1272667146,54"
FZP,FİBA PORTFÖY SERBEST FON,17.06.2026,"6,326491",158799379.00,622,"1004642795,04"
GA1,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU,17.06.2026,"1,889128",176114412.00,1448,"332702605,48"
GAC,GARANTİ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"73,740658",5527677.00,1,"407614538,28"
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,465842",3664291869.00,15244,"1706980380,95"
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,779936",121866826.00,1719,"216915197,20"
GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,17.06.2026,"17,368711",41415135.00,221,"719327519,01"
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,17.06.2026,"12,066687",33057427.00,2927,"398893638,58"
GAJ,GARANTİ PORTFÖY YİRMİÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,14092",7935068.00,1,"485157356,16"
GAL,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,17.06.2026,"383,001959",345133891.00,57279,"132186956201,20"
GAN,INVEO PORTFÖY ALFON SERBEST FON,17.06.2026,"9,204558",2693060.00,11,"24788427,98"
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,17.06.2026,"0,305814",10596835300.00,2264,"3240664240,01"
GAU,GARANTİ PORTFÖY YİRMİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,701393",32380328.00,5,"2062671986,29"
GAV,GARANTİ PORTFÖY YİRMİİKİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"60,133651",3941000.00,1,"236986717,01"
GBC,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU,17.06.2026,"0,308266",824311593.48,1690,"254107333,39"
GBG,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU,17.06.2026,"0,581206",347537842.00,3744,"201991218,45"
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"4,226988",513397999.00,2864,"2170127417,07"
GBJ,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,594863",504325346.00,1975,"804330078,65"
GBL,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,811753",3310808242.97,1712,"2687560165,09"
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,17.06.2026,"6,418338",930567407.00,431,"5972696596,13"
GBP,GARANTİ PORTFÖY YİRMİALTINCI SERBEST (DÖVİZ-AVRO) ÖZEL FON,17.06.2026,"68,247699",54845570.00,2,"3743083959,00"
GBV,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"13,901994",205405445.00,24208,"2855545324,71"
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,17.06.2026,"3,384739",498860269.00,3594,"1688511669,90"
GCA,GARANTİ PORTFÖY HM SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"68,642549",11572355.00,2,"794355946,57"
GCC,GARANTİ PORTFÖY YİRMİSEKİZİNCİ SERBEST ÖZEL FON,17.06.2026,"5,738594",222060386.00,2,"1274314449,10"
GCD,ATLAS PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"4,412804",139522567.00,13,"615685749,50"
GCI,GARANTİ PORTFÖY KARŞIYAKA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,793852",3425896.00,3,"211699308,70"
GCZ,GARANTİ PORTFÖY ZM SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"58,942869",194715.00,1,"11477060,73"
GDJ,GARANTİ PORTFÖY DÖRTLÜ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"58,993108",8101428.00,4,"477928418,94"
GDP,GARANTİ PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,914203",23236050.00,1,"1485113618,90"
GEC,GARANTİ PORTFÖY SOYKAN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"73,298407",1747672.00,2,"128101574,09"
GEI,INVEO PORTFÖY EVEREST SERBEST FON,17.06.2026,"84,462577",37107197.00,11,"3134169476,87"
GEZ,GARANTİ PORTFÖY ERN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"58,388078",6634456.00,1,"387373136,42"
GFB,GARANTİ PORTFÖY MISIRLI SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,271334",6106057.00,4,"410762598,83"
GFD,GARANTİ PORTFÖY BAL SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,424023",1745578.00,2,"117693891,50"
GFI,GARANTİ PORTFÖY YKT SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"51,395253",31431227.00,3,"1615415862,44"
GFL,GARANTİ PORTFÖY MİA SERBEST ÖZEL FON,17.06.2026,"12,799191",29486927.00,1,"377408823,55"
GFN,GARANTİ PORTFÖY DAPEİ SERBEST  (DÖVİZ) ÖZEL FON,17.06.2026,"77,144231",11573436.00,3,"892823823,49"
GFY,GARANTİ PORTFÖY OL SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"67,211888",6069174.00,3,"407920642,82"
GGA,GARANTİ PORTFÖY YEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"64,454556",129079018.00,3,"8319730733,32"
GGC,AK PORTFÖY KIYI HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"5,236419",35132999.00,5,"183971113,48"
GGD,GARANTİ PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,166161",94613969.00,2,"5976401152,05"
GGK,INVEO PORTFÖY ALTIN FON,17.06.2026,"13,519475",195751072.00,12770,"2646451763,35"
GGM,GARANTİ PORTFÖY GMS SERBEST ÖZEL FON,17.06.2026,"7,903018",342290935.00,1,"2705131336,36"
GGN,GARANTİ PORTFÖY AYDOĞAN SERBEST(DÖVİZ) ÖZEL FON,17.06.2026,"66,102023",6963426.00,4,"460296543,20"
GGP,GARANTİ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"16,789687",6927.00,1,"116302,16"
GGR,GARANTİ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"65,306612",23724942.00,3,"1549395570,39"
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"39,953511",79072061.00,15100,"3159206447,24"
GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,17.06.2026,"1,701126",31234095.00,2148,"53133139,23"
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,616636",24344200.00,4957,"88044108,61"
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,488106",6656155.00,773,"16561222,30"
GJA,GARANTİ PORTFÖY ONYEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,813735",14263356.00,3,"910198024,78"
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"10,905651",7748933.00,1051,"84507161,23"
GJD,GARANTİ PORTFÖY ORTAS SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,30009",6402362.00,3,"392465365,09"
GJE,GARANTİ PORTFÖY ECZ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,411907",2316713.00,2,"142273762,28"
GJF,GARANTİ PORTFÖY BEREKET SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,690792",3731444.00,2,"230195733,94"
GJH,GARANTİ PORTFÖY PARA PİYASASI SERBEST (TL) FON,17.06.2026,"3,673009",20641809924.00,25412,"75817544680,16"
GJM,GLOBAL MD PORTFÖY ADA SERBEST FON,17.06.2026,"39,309082",10797227.00,65,"424429079,74"
GJO,GARANTİ PORTFÖY ONALTINCI SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"57,660044",9779449.00,1,"563883459,51"
GKE,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2025 SERBEST (DÖVİZ) FON,17.06.2026,"0,00",0.00,0,"0,01"
GKF,GLOBAL MD PORTFÖY KATILIM FONU,17.06.2026,"5,039991",8361015.00,754,"42139438,91"
GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,375925",34140809.00,1691,"46975181,78"
GKH,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,17.06.2026,"4,190463",1555684634.00,1879,"6519038176,26"
GKK,GARANTİ PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"63,339584",30617607.00,2,"1939306497,20"
GKL,GARANTİ PORTFÖY YF HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"15,485586",56249207.00,4,"871051907,59"
GKM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2026 SERBEST (DÖVİZ) FON,17.06.2026,"46,882533",2703620.00,14,"126752554,60"
GKO,GARANTİ PORTFÖY KAR PAYI ÖDEYEN OCAK 2026 SERBEST (DÖVİZ) FON,17.06.2026,"0,00",0.00,0,"0,01"
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"8,372407",47024955.00,4376,"393712075,93"
GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1466,558316",871784.00,937,"1278522075,13"
GLC,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,17.06.2026,"4,260373",3849076.00,74,"16398499,25"
GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"8,273235",5321031.00,495,"44022141,51"
GLM,ATLAS PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,17.06.2026,"0,467378",10132926.00,11,"4735903,06"
GLP,GARANTİ PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"65,319438",8202021.00,4,"535751401,35"
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,17.06.2026,"0,159623",3528352231.00,1387,"563206697,85"
GLV,GLOBAL MD PORTFÖY NEHİR SERBEST FON,17.06.2026,"8,76182",12100664.00,26,"106023838,44"
GMA,AZİMUT PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"2,019409",1312199330.56,1554,"2649867232,70"
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,17.06.2026,"8,2381",563507349.00,23079,"4642229647,10"
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"2,719679",1227502.00,121,"3338410,80"
GME,İŞ PORTFÖY EGE SERBEST ÖZEL FON,17.06.2026,"27,222159",14109179.00,2,"384082316,82"
GMI,AK PORTFÖY GÜMÜŞ SERBEST FON,17.06.2026,"1,441718",478281785.00,5598,"689547308,70"
GMM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN MART 2027 SERBEST (DÖVİZ) FON,17.06.2026,"46,638175",9319495.00,27,"434644240,40"
GMN,GLOBAL MD PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,17.06.2026,"1,272112",7937766.00,27,"10097730,91"
GMO,AZİMUT PORTFÖY G MOBİLİTE HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,094562",795934932.00,4,"2463069626,90"
GMP,GARANTİ PORTFÖY GM SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"60,316451",26134600.00,1,"1576346317,22"
GMR,INVEO PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,485904",149443158.00,4990,"222058180,43"
GMV,GARANTİ PORTFÖY OCAK 2026 SERBEST (DÖVİZ-ABD DOLARI) FON,17.06.2026,"0,00",0.00,0,"0,01"
GMZ,İŞ PORTFÖY MZ SERBEST ÖZEL FON,17.06.2026,"13,319996",27222587.79,2,"362604758,36"
GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,543058",5033525.00,206,"7767022,78"
GNK,AZİMUT PORTFÖY SARPAY SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"66,270227",6855572.00,1,"454320315,10"
GNL,GARANTİ PORTFÖY UNL SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"58,365705",29503654.00,4,"1722001578,39"
GNP,GARANTİ PORTFÖY NEMA PARA PİYASASI (TL) FONU,17.06.2026,"1,376428",1667314539.00,6670,"2294938083,76"
GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,615441",48055350.00,1556,"77630604,47"
GNZ,AK PORTFÖY ING Z KUŞAĞI FON SEPETİ ÖZEL FONU,17.06.2026,"1,532625",1311468.00,589,"2009989,23"
GO1,ONE PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"4,522931",21941957.00,882,"99241968,18"
GO2,ONE PORTFÖY KATILIM FON SEPETİ FONU,17.06.2026,"4,774535",6038646.00,534,"28831724,53"
GO3,ONE PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,17.06.2026,"4,863405",9576182.00,539,"46572852,27"
GO4,ONE PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,17.06.2026,"5,258262",11452565.00,864,"60220584,32"
GO6,ONE PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"3,960018",1400054880.00,4223,"5544242209,42"
GO9,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,626366",167819365.00,1828,"440755064,92"
GOF,GARANTİ PORTFÖY OTUZİKİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"52,602606",6555368.00,275,"344829437,64"
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"16,808658",40859686.00,8932,"686796487,49"
GOL,GARANTİ PORTFÖY ALTIN KATILIM FONU,17.06.2026,"2,735092",1866318336.00,12706,"5104553195,07"
GOP,GOLDEN GLOBAL PORTFÖY PARA PİYASASI KATILIM FONU,17.06.2026,"1,132732",986474126.00,829,"1117410807,59"
GP1,AZİMUT PORTFÖY AEB SERBEST (TL) ÖZEL FON,17.06.2026,"3,945859",45717875.00,1,"180396275,39"
GP3,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"61,077466",6891820.00,339,"420934901,22"
GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,17.06.2026,"22,383454",35123674.00,5549,"786189136,33"
GPB,GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"11,451038",106310698.00,9672,"1217367887,01"
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,17.06.2026,"69,402929",97742888.00,3730,"6783642745,34"
GPF,GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU,17.06.2026,"8,662343",77545848.00,3057,"671728736,59"
GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"15,926394",59520708.00,2726,"947950254,34"
GPH,GARANTİ PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"43,870449",58637.00,1,"2572431,50"
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,17.06.2026,"17,639725",42610985.00,2927,"751646053,21"
GPJ,GARANTİ PORTFÖY PORTAKAL SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"55,612335",16013894.00,2,"890570036,83"
GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"51,065118",1956929408.00,38375,"99930831364,36"
GPM,GARANTİ PORTFÖY MİB SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"59,517039",20837078.00,2,"1240161192,91"
GPN,GARANTİ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,17.06.2026,"1,297303",1609154100.00,2922,"2087560154,77"
GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"2,857739",42675757.00,3345,"121956183,07"
GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,17.06.2026,"20,428142",17772243.00,2617,"363053895,24"
GPV,YAPI KREDİ PORTFÖY URLA SERBEST (DÖVİZ-AVRO) ÖZEL FON,17.06.2026,"64,602743",8630260.00,1,"557538471,83"
GPZ,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU,17.06.2026,"1,82853",1256747942.00,155,"2298000978,78"
GRL,QNB PORTFÖY AGRESİF SERBEST FON,17.06.2026,"1,731078",452855420.00,322,"783928038,48"
GRO,GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON,17.06.2026,"52,015986",3654386020.00,26984,"190086490669,10"
GRT,GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,758007",94219617.00,2290,"165638741,72"
GSE,AZİMUT PORTFÖY 7.0 SERBEST (DÖVİZ) FON,17.06.2026,"62,152611",24294159.00,119,"1509945421,63"
