Dışa Aktarım Tarihi:,16.06.2026 19:31:42
Toplam Kayıt Sayısı:,24155

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
FDO,QNB PORTFÖY SULTAN SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"57,485401",4737363.00,1,"272329212,04"
FDV,AZİMUT PORTFÖY DMR SERBEST FON,01.06.2026,"5,504272",245000000.00,1,"1348546688,56"
FDY,QNB PORTFÖY KAR PAYI ÖDEYEN DÖRDÜNCÜ SERBEST (DÖVİZ) FON,01.06.2026,"45,877021",85465048.01,884,"3920881809,47"
FDZ,AZİMUT PORTFÖY 16.0 HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"0,35618",759136281.00,12,"270388850,50"
FFD,FİBA PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,01.06.2026,"0,046843",4361696451.00,195,"204312931,44"
FFF,QNB PORTFÖY BERİL SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"62,930999",16462779.00,1,"1036019128,97"
FFH,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU,01.06.2026,"8,148231",232970897.00,2123,"1898300627,18"
FFO,QNB PORTFÖY SER SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"58,934407",1801854.00,7,"106191197,09"
FFP,QNB PORTFÖY FON SEPETİ FONU,01.06.2026,"7,345633",362423415.00,2703,"2662229509,60"
FHI,FONMAP PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,503228",43465325.00,11,"65338299,39"
FHP,FİBA PORTFÖY ÖPY PARA PİYASASI SERBEST (TL) ÖZEL FON,01.06.2026,"3,114364",3091931330.00,50,"9629399892,23"
FHZ,QNB PORTFÖY HUZUR SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"62,808809",11590507.00,3,"727985938,04"
FI3,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU,01.06.2026,"733,752846",2361692.80,9791,"1732898815,26"
FI5,QNB PORTFÖY PARA PİYASASI (TL) FONU,01.06.2026,"680,583128",142270506.00,52657,"96826905928,21"
FIB,FİBA PORTFÖY ALTIN FONU,01.06.2026,"0,504205",11437873568.58,13273,"5767030601,10"
FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,01.06.2026,"0,965688",931915131.00,1778,"899939021,09"
FIL,FİBA PORTFÖY PARA PİYASASI (TL) FONU,01.06.2026,"0,340699",37878793177.00,19249,"12905284865,52"
FIT,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,01.06.2026,"0,211442",907407214.00,566,"191863944,44"
FJB,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON,01.06.2026,"7,107284",64104504.00,876,"455608889,57"
FJC,FİBA PORTFÖY MELTEM ÜÇÜNCÜ SERBEST (DÖVİZ) FON,01.06.2026,"56,736725",22735982.00,88,"1289965162,05"
FJM,FİBA PORTFÖY MELTEM SERBEST (DÖVİZ) FON,01.06.2026,"54,649306",162636675.00,1727,"8887981489,69"
FJN,FİBA PORTFÖY MELTEM İKİNCİ SERBEST (DÖVİZ) FON,01.06.2026,"54,453144",102632797.00,1257,"5588678515,40"
FJZ,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON,01.06.2026,"61,895373",26158188.00,880,"1619070801,47"
FKE,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON,01.06.2026,"56,546336",886390490.00,12636,"50122134708,84"
FKH,QNB PORTFÖY KAR PAYI ÖDEYEN İKİNCİ SERBEST (DÖVİZ) FON,01.06.2026,"46,258747",273080000.00,2114,"12632338561,59"
FKV,QNB PORTFÖY KAR PAYI ÖDEYEN YEDİNCİ SERBEST (DÖVİZ) FON,01.06.2026,"45,860704",48820000.01,484,"2238919565,91"
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,01.06.2026,"58,681901",60842681.00,2144,"3570364171,87"
FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,01.06.2026,"1,638676",63929359.00,1499,"104759479,16"
FMG,QNB PORTFÖY GÜMÜŞ SERBEST FON,01.06.2026,"3,821609",4038121370.00,12218,"15432122425,49"
FMS,QNB PORTFÖY SABİHA SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"54,055891",11721722.00,1,"633628132,35"
FMV,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON,01.06.2026,"1,304375",112808315.00,29,"147144362,50"
FNE,AZİMUT PORTFÖY FİNE AGRO SERBEST (TL) ÖZEL FON,01.06.2026,"2,772417",389840.00,1,"1080798,87"
FNN,QNB PORTFÖY KAR PAYI ÖDEYEN ONUNCU SERBEST (DÖVİZ) FON,01.06.2026,"0,00",0.00,1,"0,00"
FNO,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON,01.06.2026,"0,189803",66616203065.04,7646,"12643973935,21"
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"2,016451",278505773.00,2033,"561593278,38"
FP4,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,281087",137622498.00,192,"176306457,50"
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,01.06.2026,"71,462428",4432364.00,1455,"316747495,15"
FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,01.06.2026,"2,474097",470446767.00,2383,"1163930706,02"
FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"32,282937",44007570.00,4779,"1420693601,16"
FPI,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,01.06.2026,"2,426828",49724314.00,158,"120672333,44"
FPK,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,01.06.2026,"0,090362",2913999228.00,1154,"263314499,16"
FPR,STRATEJİ PORTFÖY FOREST HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"10,694877",15483533.00,21,"165594485,15"
FPZ,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,01.06.2026,"65,397593",2079387324.00,19671,"135986924951,28"
FR1,ONE PORTFÖY BİRİNCİ SERBEST FON,01.06.2026,"1,120233",380646335.00,21,"426412774,65"
FRA,AZIMUT PORTFÖY MAB SERBEST ÖZEL FON,01.06.2026,"31,853049",16346222.00,2,"520677014,94"
FRC,FONMAP PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,779304",49263919.00,529,"87655468,08"
FRZ,AZİMUT PORTFÖY FRZ SERBEST ÖZEL FON,01.06.2026,"15,123121",17900643.00,2,"270713592,08"
FS1,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,72047",108288380.00,291,"186306889,89"
FS2,ONE PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"2,276281",9497375.00,27,"21618691,66"
FS3,ONE PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,766491",850282146.00,22,"1502015512,25"
FS4,ONE PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"7,585443",513376895.00,21,"3894191038,18"
FS5,ONE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"2,26704",726701.00,11,"1647460,26"
FS6,ONE PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,01.06.2026,"1,652546",48116255.00,293,"79514316,40"
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,01.06.2026,"6,339619",1961062619.00,7304,"12432389265,75"
FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"3,540865",265861158.00,821,"941378553,18"
FSH,FİBA PORTFÖY FON SEPETİ SERBEST FON,01.06.2026,"4,647206",87826405.00,597,"408147356,57"
FSK,QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,01.06.2026,"5,605432",1088227857.00,2480,"6099987206,79"
FSM,ONE PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"4,816586",134198517.00,21,"646378690,97"
FSP,FONMAP PORTFÖY SERBEST (DÖVİZ) FON,01.06.2026,"36,033738",7333.00,22,"264235,40"
FSR,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,01.06.2026,"45,336997",203030243.00,2556,"9204781550,56"
FSU,TERA PORTFÖY FON SEPETİ FONU,01.06.2026,"1,314869",685394868.00,6914,"901204787,63"
FSV,QNB PORTFÖY KAR PAYI ÖDEYEN SEKİZİNCİ SERBEST (DÖVİZ-AVRO) FON,01.06.2026,"53,310488",101330000.01,876,"5401951703,56"
FTL,ONE PORTFÖY PARA PİYASASI KATILIM FONU,01.06.2026,"1,405687",285213728.00,214,"400921330,68"
FTM,FİBA PORTFÖY TEMMUZ 2026 SERBEST (DÖVİZ) FON,01.06.2026,"53,131055",32443879.00,14,"1723777509,71"
FTY,QNB PORTFÖY KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,01.06.2026,"45,703507",166770000.00,1252,"7621973902,55"
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"5,200985",63400292.00,5087,"329743998,87"
FUB,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,01.06.2026,"0,705885",1992855168.00,2248,"1406727193,25"
FUM,AK PORTFÖY ALESTA SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"59,162992",7191032.00,2,"425442968,22"
FUN,FİBA PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,01.06.2026,"1,500495",530607926.00,14,"796174312,91"
FUP,QNB PORTFÖY BAYSAN SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"96,961909",3604050.00,2,"349455568,90"
FVL,FİBA PORTFÖY BİRİNCİ SERBEST (TL) FON,01.06.2026,"4,539685",329968924.00,61,"1497954918,27"
FYA,İSTANBUL PORTFÖY ARK II SERBEST FON,01.06.2026,"0,052524",32629860932.00,154,"1713857892,62"
FYB,AZİMUT PORTFÖY EB SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"94,940231",1996445.00,9,"189542949,02"
FYD,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"11,042981",333459554.19,5820,"3682387472,44"
FYF,STRATEJİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON(HİSSE SENEDİ YOĞUN),01.06.2026,"0,103081",350708449.00,11,"36151239,05"
FYG,AZİMUT PORTFÖY ÖPY SERBEST ( DÖVİZ ) ÖZEL FON,01.06.2026,"15,712957",5760069.00,2,"90507717,97"
FYH,AZİMUT PYŞ SERBEST ( DÖVİZ ) FON,01.06.2026,"82,965048",9993661.00,24,"829124564,56"
FYI,AZİMUT PORTFÖY 4.0 SERBEST FON,01.06.2026,"9,598205",4413103.00,199,"42357866,41"
FYM,AZİMUT PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,01.06.2026,"0,413389",777165221.00,15,"321271650,40"
FYO,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,01.06.2026,"1,090048",1151571110.01,1330,"1255268173,30"
FYT,QNB PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,01.06.2026,"0,335867",9625487597.00,98267,"3232887708,17"
FYZ,AZİMUT PORTFÖY AS HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"6,173595",43416680.00,2,"268037004,77"
FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,01.06.2026,"5,328886",236699336.63,2298,"1261343753,94"
FZP,FİBA PORTFÖY SERBEST FON,01.06.2026,"6,189039",171452785.00,647,"1061128050,18"
GA1,GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU,01.06.2026,"1,814553",181676894.00,1474,"329662319,83"
GAC,GARANTİ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"72,245257",5527677.00,1,"399348443,40"
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"0,434895",3303371032.00,15453,"1436620145,74"
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,644203",126221069.00,1763,"207533085,43"
GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,01.06.2026,"17,106904",43174185.00,226,"738576648,21"
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,01.06.2026,"11,748798",33893620.00,2981,"398209280,17"
GAJ,GARANTİ PORTFÖY YİRMİÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"59,769494",7935068.00,1,"474275000,34"
GAL,GARANTİ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,01.06.2026,"376,273603",154615232.00,57137,"58177630463,32"
GAN,INVEO PORTFÖY ALFON SERBEST FON,01.06.2026,"9,009988",2693060.00,11,"24264437,51"
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,01.06.2026,"0,300547",11072137269.00,2294,"3327698177,37"
GAU,GARANTİ PORTFÖY YİRMİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"62,319638",32380328.00,5,"2017930305,72"
GAV,GARANTİ PORTFÖY YİRMİİKİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"57,992487",3941000.00,1,"228548393,07"
GBC,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU,01.06.2026,"0,300521",987355001.48,1663,"296720921,26"
GBG,INVEO PORTFÖY G-20 ÜLKELERİ YABANCI HİSSE SENEDİ FONU,01.06.2026,"0,552056",349963445.00,3605,"193199417,51"
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"3,966301",516599585.00,2870,"2048989482,59"
GBJ,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,380305",514067441.00,2029,"709569853,78"
GBL,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU,01.06.2026,"0,7978",3637230701.97,1707,"2901781998,84"
GBN,GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON,01.06.2026,"6,311679",931190880.00,440,"5877378205,41"
GBP,GARANTİ PORTFÖY YİRMİALTINCI SERBEST (DÖVİZ-AVRO) ÖZEL FON,01.06.2026,"66,607674",54845570.00,2,"3653135836,69"
GBV,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,01.06.2026,"12,882545",201319980.00,24002,"2593513704,79"
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,01.06.2026,"3,459173",498679703.00,3635,"1725019119,28"
GCA,GARANTİ PORTFÖY HM SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"67,58345",11572355.00,2,"782099675,76"
GCC,GARANTİ PORTFÖY YİRMİSEKİZİNCİ SERBEST ÖZEL FON,01.06.2026,"5,884983",222060386.00,2,"1306821647,65"
GCD,ATLAS PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"3,573244",139522567.00,13,"498548114,39"
GCI,GARANTİ PORTFÖY KARŞIYAKA SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"60,543886",3425896.00,3,"207417055,40"
GCZ,GARANTİ PORTFÖY ZM SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"58,25121",194715.00,1,"11342384,38"
GDJ,GARANTİ PORTFÖY DÖRTLÜ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"57,833798",8101428.00,4,"468536346,64"
GDP,GARANTİ PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"62,712418",23236050.00,1,"1457188884,35"
GEC,GARANTİ PORTFÖY SOYKAN SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"71,579891",1428240.00,2,"102233263,14"
GEI,INVEO PORTFÖY EVEREST SERBEST FON,01.06.2026,"88,5681",36967978.00,11,"3274183559,72"
GEZ,GARANTİ PORTFÖY ERN SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"57,276819",6634456.00,1,"380000532,26"
GFB,GARANTİ PORTFÖY MISIRLI SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"65,902236",6106057.00,4,"402402810,00"
GFD,GARANTİ PORTFÖY BAL SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"65,66259",1745578.00,2,"114619171,74"
GFI,GARANTİ PORTFÖY YKT SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"50,534805",32337539.00,3,"1634171212,18"
GFL,GARANTİ PORTFÖY MİA SERBEST ÖZEL FON,01.06.2026,"11,733587",29486927.00,1,"345987415,11"
GFN,GARANTİ PORTFÖY DAPEİ SERBEST  (DÖVİZ) ÖZEL FON,01.06.2026,"74,323792",11573436.00,3,"860181653,96"
GFY,GARANTİ PORTFÖY OL SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"65,318951",6083054.00,3,"397338708,37"
GGA,GARANTİ PORTFÖY YEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"63,125445",129079018.00,3,"8148170454,98"
GGC,AK PORTFÖY KIYI HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"4,981158",35132999.00,5,"175003004,11"
GGD,GARANTİ PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"61,909463",95422348.00,2,"5907546324,04"
GGK,INVEO PORTFÖY ALTIN FON,01.06.2026,"13,833065",199411476.00,12973,"2758471998,14"
GGM,GARANTİ PORTFÖY GMS SERBEST ÖZEL FON,01.06.2026,"7,767206",342290935.00,1,"2658644288,93"
GGN,GARANTİ PORTFÖY AYDOĞAN SERBEST(DÖVİZ) ÖZEL FON,01.06.2026,"64,900046",6963426.00,4,"451926665,40"
GGP,GARANTİ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"18,99056",6927.00,1,"131547,61"
GGR,GARANTİ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"63,97559",23724942.00,3,"1517817157,29"
GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"37,8485",70210348.00,15107,"2657356325,25"
GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,01.06.2026,"1,646375",32989770.00,2219,"54313530,07"
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"3,401409",24343830.00,5032,"82803332,90"
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"2,509228",7214554.00,817,"18102959,06"
GJA,GARANTİ PORTFÖY ONYEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"62,387526",14263356.00,3,"889855498,35"
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,01.06.2026,"10,49688",8057609.00,1074,"84579753,55"
GJD,GARANTİ PORTFÖY ORTAS SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"60,050577",6402362.00,3,"384465532,94"
GJE,GARANTİ PORTFÖY ECZ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"59,440634",2316713.00,2,"137706888,68"
GJF,GARANTİ PORTFÖY BEREKET SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"60,043745",3747318.00,2,"225003006,40"
GJH,GARANTİ PORTFÖY PARA PİYASASI SERBEST (TL) FON,01.06.2026,"3,610644",37332138276.00,26162,"134793062514,60"
GJM,GLOBAL MD PORTFÖY ADA SERBEST FON,01.06.2026,"37,324511",11377371.00,67,"424654812,92"
GJO,GARANTİ PORTFÖY ONALTINCI SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"56,383195",9779449.00,1,"551396578,23"
GKE,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2025 SERBEST (DÖVİZ) FON,01.06.2026,"0,00",0.00,0,"0,01"
GKF,GLOBAL MD PORTFÖY KATILIM FONU,01.06.2026,"4,857395",8618873.00,770,"41865272,76"
GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,335996",32914496.00,1596,"43973639,12"
GKH,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,01.06.2026,"4,119603",1508996286.00,1942,"6216465685,56"
GKK,GARANTİ PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"61,549029",30617607.00,2,"1884483971,79"
GKL,GARANTİ PORTFÖY YF HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"14,59718",56249207.00,4,"821079788,81"
GKM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2026 SERBEST (DÖVİZ) FON,01.06.2026,"46,203375",2703620.00,14,"124916368,48"
GKO,GARANTİ PORTFÖY KAR PAYI ÖDEYEN OCAK 2026 SERBEST (DÖVİZ) FON,01.06.2026,"0,00",0.00,0,"0,01"
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"8,140987",45140427.00,4122,"367487646,79"
GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1385,73926",856685.00,952,"1187142038,36"
GLC,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,01.06.2026,"4,183686",3863426.00,75,"16163360,25"
GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"8,294992",6039532.00,545,"50097871,71"
GLM,ATLAS PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,01.06.2026,"0,462931",226033976.00,11,"104638120,96"
GLP,GARANTİ PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"64,052329",8202021.00,4,"525358547,53"
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,01.06.2026,"0,157109",3654746211.00,1388,"574194328,96"
GLV,GLOBAL MD PORTFÖY NEHİR SERBEST FON,01.06.2026,"8,056725",12130872.00,27,"97735095,58"
GMA,AZİMUT PORTFÖY BİRİNCİ DEĞİŞKEN FON,01.06.2026,"2,002297",1361709929.56,1551,"2726547510,32"
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,01.06.2026,"8,951734",577005658.00,23960,"5165200959,72"
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,01.06.2026,"2,626078",1201130.00,122,"3154260,62"
GME,İŞ PORTFÖY EGE SERBEST ÖZEL FON,01.06.2026,"27,093266",14109179.00,2,"382263738,98"
GMI,AK PORTFÖY GÜMÜŞ SERBEST FON,01.06.2026,"1,555308",475311745.00,5784,"739255958,42"
GMM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN MART 2027 SERBEST (DÖVİZ) FON,01.06.2026,"45,952672",9319495.00,27,"428255693,13"
GMN,GLOBAL MD PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,01.06.2026,"1,252831",62053137.00,32,"77742082,41"
GMO,AZİMUT PORTFÖY G MOBİLİTE HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),01.06.2026,"3,069225",800114932.00,4,"2455733120,09"
GMP,GARANTİ PORTFÖY GM SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"58,371631",26134600.00,1,"1525519234,37"
GMR,INVEO PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,453828",148879363.00,5033,"216445058,89"
GMV,GARANTİ PORTFÖY OCAK 2026 SERBEST (DÖVİZ-ABD DOLARI) FON,01.06.2026,"0,00",0.00,0,"0,01"
GMZ,İŞ PORTFÖY MZ SERBEST ÖZEL FON,01.06.2026,"13,046994",27222587.79,2,"355172947,57"
GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,511541",4870328.00,212,"7361701,06"
GNK,AZİMUT PORTFÖY SARPAY SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"64,957371",6855572.00,1,"445319934,41"
GNL,GARANTİ PORTFÖY UNL SERBEST (DÖVİZ) ÖZEL FON,01.06.2026,"57,259429",29599073.00,4,"1694826005,23"
GNP,GARANTİ PORTFÖY NEMA PARA PİYASASI (TL) FONU,01.06.2026,"1,352387",930414711.00,2535,"1258280375,86"
GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"1,572276",52318388.00,1562,"82258936,14"
GNZ,AK PORTFÖY ING Z KUŞAĞI FON SEPETİ ÖZEL FONU,01.06.2026,"1,550076",1254919.00,457,"1945220,00"
GO1,ONE PORTFÖY BİRİNCİ FON SEPETİ FONU,01.06.2026,"4,377984",23943032.00,935,"104822214,02"
GO2,ONE PORTFÖY KATILIM FON SEPETİ FONU,01.06.2026,"4,703778",6454021.00,545,"30358279,50"
GO3,ONE PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,01.06.2026,"4,757292",9980787.00,562,"47481522,66"
GO4,ONE PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,01.06.2026,"5,111199",11925347.00,905,"60952819,27"
GO6,ONE PORTFÖY PARA PİYASASI (TL) FONU,01.06.2026,"3,883531",1244509030.00,4266,"4833088969,72"
GO9,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),01.06.2026,"2,490976",170298764.00,1940,"424210071,37"
GOF,GARANTİ PORTFÖY OTUZİKİNCİ SERBEST (DÖVİZ) FON,01.06.2026,"52,009592",4504455.00,238,"234274865,96"
