Dışa Aktarım Tarihi:,20.06.2026 11:19:42
Toplam Kayıt Sayısı:,6058

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,17.06.2026,"10,656465",20707447.00,577,"220668182,00"
AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,17.06.2026,"20,674416",5982677.00,164,"123688350,60"
AHZ,AZİMUT PORTFÖY ATAK FON SEPETİ SERBEST FON,17.06.2026,"28,409352",23436880.00,12,"665826567,92"
AI1,ATA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,17.06.2026,"1,169505",58917889.00,18,"68904780,33"
AIH,AK PORTFÖY RTH HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"17,704601",9643754.00,4,"170738819,30"
AII,AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"92,08441",4091000.00,3,"376717322,45"
AIM,AK PORTFÖY MİMKA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"25,269004",2162287.00,1,"54638839,37"
AIR,AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"158,421912",8812765.00,2,"1396135079,73"
AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,17.06.2026,"0,100253",123210728188.00,15017,"12352273651,19"
AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,255377",18179539.00,89,"22822166,92"
AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON,17.06.2026,"60,712672",81057184.00,1018,"4921198212,55"
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,17.06.2026,"62,005893",2215522.00,126,"137375419,58"
AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"61,718653",81300127.00,1411,"5017734322,59"
AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,17.06.2026,"59,633026",7445562.00,300,"444001390,95"
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,526416",361473916.00,9239,"190285808,81"
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"53,083668",162297777.00,21676,"8615361348,26"
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,508369",2064835614.00,13673,"1049699066,16"
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,953778",2318697383.00,17234,"2211521840,01"
AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,17.06.2026,"3,729271",318546011.00,12,"1187944287,60"
AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,17.06.2026,"51,921389",278475356.00,2410,"14458827194,01"
AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,17.06.2026,"3,648182",1426593054.00,12,"5204471328,52"
AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,17.06.2026,"3,522054",2012550287.00,110,"7088310154,70"
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,363842",5537672940.00,26302,"2014837338,59"
ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"12,614314",6095604815.00,145316,"76891871627,47"
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"108,085208",11352986.25,2460,"1227089876,93"
ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU,17.06.2026,"35,000443",15619410.00,3996,"546686276,01"
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,17.06.2026,"20,966538",12399326.00,173,"259970937,28"
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,665048",12663782.00,223,"21085803,99"
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,17.06.2026,"0,399497",3560086650.00,39573,"1422243695,02"
AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,17.06.2026,"2,543692",287026278.00,35,"730106346,95"
AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,043333",249218342.00,11,"260017673,43"
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,007379",1012592.00,12,"1020064,36"
AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"7,965167",107122419.00,46,"853247963,32"
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,17.06.2026,"2,481157",76781939.00,518,"190508031,42"
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,17.06.2026,"6,897766",13677146.00,3066,"94341748,59"
APP,AK PORTFÖY P1 SERBEST ÖZEL FON,17.06.2026,"31,898441",6415502.00,2,"204644510,31"
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,17.06.2026,"0,153625",1839553693.00,13223,"282601777,22"
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,17.06.2026,"0,231642",140933312.00,1673,"32646089,51"
ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,17.06.2026,"8,263373",90349894.00,1,"746594889,40"
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"15,464977",273384971.00,7735,"4227892267,69"
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,17.06.2026,"18,113591",182576600.00,5448,"3307117824,44"
ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,17.06.2026,"41,906982",75563996.00,1,"3166659024,76"
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"44,925307",141759.00,38,"6368566,55"
AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,17.06.2026,"0,7895",225848060.00,16,"178307107,38"
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,916375",18004972.00,817,"70514214,81"
ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,17.06.2026,"22,980268",45440594.00,10,"1044237036,10"
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,17.06.2026,"1,141845",49582297.00,626,"56615278,59"
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,17.06.2026,"48,591731",16445485.00,604,"799114575,83"
AVC,ATA PORTFÖY İKİNCİ SERBEST (TL) FON,17.06.2026,"148,131029",1927510.00,12,"285524038,75"
AVT,AK PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"211,748711",17761716.00,19492,"3761020467,59"
AVZ,AK PORTFÖY EMS SERBEST ( DÖVİZ ) ÖZEL FON,17.06.2026,"99,496874",2302470.00,1,"229088567,54"
AY6,AZİMUT PORTFÖY 26.0 SERBEST FON,17.06.2026,"1,362603",78262194.00,11,"106640324,40"
AY7,AZİMUT PORTFÖY 27.0 SERBEST FON,17.06.2026,"1,575804",164328532.00,12,"258949552,72"
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"18,993433",62787967.00,10469,"1192559059,95"
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"0,1308",12747398224.00,13110,"1667355129,64"
AZF,AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,17.06.2026,"0,172949",3325162435.00,4,"575085021,80"
AZJ,AZİMUT PYŞ STRATEJİ-1 SERBEST FON,17.06.2026,"19,279607",53102007.00,44,"1023785824,85"
AZV,AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"25,910562",167742494.00,5,"4346302264,24"
AZZ,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"61,061838",456561662.00,6,"27878494283,02"
BA1,GLOBAL MD PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"1,614301",200631592.00,25,"323879748,05"
BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"5,93771",754698421.00,11,"4481180137,41"
BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,17.06.2026,"0,990132",83079577.00,172,"82259742,60"
BAL,QNB PORTFÖY BALY SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"47,878996",21974290.00,1,"1052106951,68"
BAO,AZİMUT PORTFÖY BARKIN SERBEST (TL) ÖZEL FON,17.06.2026,"3,322672",37508385.00,4,"124628059,47"
BAS,İŞ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"51,640863",28610784.00,1,"1477485588,82"
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"3,356878",44992320.00,958,"151033739,39"
BBI,ALLBATROSS PORTFÖY BİANCO SERBEST (TL) FON,17.06.2026,"1,287115",679926.00,11,"875143,21"
BBN,BULLS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,612057",2300561650.00,13,"1408075684,71"
BBO,BULLS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,026639",331368445.00,11,"671564304,74"
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,17.06.2026,"2,133803",11613526.00,647,"24780978,56"
BBS,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON,17.06.2026,"1,486418",784918511.00,775,"1166716898,19"
BCC,ASTRA PORTFÖY BCC SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"70,023725",41727888.00,3,"2921942174,02"
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,17.06.2026,"2,092498",77615909.00,2568,"162411149,61"
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,17.06.2026,"1,699883",21255130.00,410,"36131228,55"
BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,17.06.2026,"54,503445",58275186.00,564,"3176198391,40"
BDC,AURA PORTFÖY BODRUM SERBEST FON,17.06.2026,"9,074576",42266340.00,36,"383549098,13"
BDI,PARDUS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,070909",682616467.00,74,"48403749,76"
BDO,BULLS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,180302",1678298973.00,11,"5337497144,34"
BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,362278",163668369.00,10159,"386630224,16"
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,676412",60592318.00,2400,"101577690,25"
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"1,764291",5229410.00,55,"9226200,41"
BFO,İŞ PORTFÖY BFO1 SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"51,818233",203562943.00,1,"10548272111,69"
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,17.06.2026,"0,96995",13514618.00,88,"13108498,03"
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,232578",221920299.00,553,"273534130,30"
BGH,AZİMUT PORTFÖY BGN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,343499",470029440.00,1,"1101513676,98"
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,17.06.2026,"6,093355",9075994324.00,29897,"55303254797,68"
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,632867",45468862.00,745,"74244623,76"
BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,847802",20284071.00,73,"37480938,13"
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,17.06.2026,"3,128519",90787974.00,2141,"284031885,24"
BHH,PARDUS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,170377",1324756433.00,74,"225707784,07"
BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,206306",603238771.00,402,"1330929316,47"
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,32301",56606561.00,892,"74891046,44"
BHN,A1 CAPİTAL PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,006844",420190405.00,42,"843256792,84"
BHO,AZİMUT PORTFÖY BİRİNCİ PY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,157194",1224797601.00,1,"1417328879,18"
BI5,BULLS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,478394",387605765.00,12,"573034022,23"
BIA,TRİVE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,206384",2560193.00,12,"528384,05"
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"3,367682",78842619.00,2138,"265516829,58"
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,43842",404973318.00,3569,"582521757,39"
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"7,685241",99742417.00,540,"766544480,01"
BIK,BULLS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,30716",2323018343.00,14,"3036557707,15"
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,483167",435364405.00,11326,"1081082611,39"
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,17.06.2026,"1,525931",3894196470.00,200,"5942274403,53"
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"1,684342",506359139.00,66,"852882110,62"
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,337134",60328895.00,289,"80667795,40"
BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,17.06.2026,"51,160962",20072960.00,103,"1026951948,65"
BKO,AZİMUT PORTFÖY BİRİNCİ KATILIM SERBEST ÖZEL FON,17.06.2026,"1,195578",3822315361.00,1,"4569877063,30"
BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,17.06.2026,"47,668137",75820549.00,709,"3614224310,68"
BLA,BULLS PORTFÖY ALGORİTMİK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"6,438818",935298004.00,15,"6022213460,49"
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,17.06.2026,"1,556486",330124527.00,773,"513834046,63"
BLT,BULLS PORTFÖY ALTIN FONU,17.06.2026,"1,697342",194855487.00,2711,"330736355,47"
BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"2,904996",832558475.00,25,"2418578807,05"
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,17.06.2026,"2,07901",335122216.00,244,"696722570,02"
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,335761",60604169.00,192,"80952690,25"
BOH,BULLS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,954401",250569682.00,11,"239144069,98"
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,17.06.2026,"1,590584",26046021.00,235,"41428374,59"
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,17.06.2026,"1,28693",13131158.00,270,"16898877,78"
BOP,İŞ PORTFÖY ÖPY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"47,292745",24454727.00,9,"1156531169,89"
BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,485385",1737399766.00,1093,"2580708321,39"
BP5,BULLS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,634576",245967790.00,15,"402053034,95"
BPD,BULLS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,17.06.2026,"52,114492",2748429.00,11,"143232979,82"
BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,17.06.2026,"1,470278",244215463.00,600,"359064510,11"
BRB,BULLS PORTFÖY ARENA SERBEST FON,17.06.2026,"1,058052",659840963.00,11,"698145889,58"
BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,276844",101311475.00,36,"129358970,94"
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,17.06.2026,"1,614641",62322688.00,1172,"100628740,60"
BRG,TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU,17.06.2026,"4,776565",374107074.00,1571,"1786946733,62"
BRH,İSTANBUL PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"6,807452",805715932.00,15,"5484872240,20"
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,17.06.2026,"1,547944",52443699.00,257,"81179917,36"
BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,204478",24414704.00,428,"29406966,36"
BRZ,TEB PORTFÖY BURGAZ SERBEST (DÖVİZ) ÖZEL FON,17.06.2026,"52,637913",32662700.00,5,"1719296376,01"
BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,17.06.2026,"1,207133",6846303.00,139,"8264397,11"
BSA,İŞ PORTFÖY BAŞAK SERBEST ÖZEL FON,17.06.2026,"0,428293",2039522977.00,1,"873513209,75"
BSC,A1 CAPİTAL PORTFÖY BİRİNCİ SERBEST FON,17.06.2026,"0,24414",957334901.00,42,"233723287,91"
BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,17.06.2026,"1,144125",210113105.00,93,"240395648,40"
BSE,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"0,732884",699708406.00,66,"512805069,12"
BSF,İŞ PORTFÖY BİRİNCİ SERBEST ÖZEL FON,17.06.2026,"1,364838",5653503590.00,1,"7716115107,49"
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,098739",5003418.00,142,"5497449,56"
BSM,GLOBAL MD PORTFÖY BERRAK SERBEST FON,17.06.2026,"1,606703",1441528865.00,3025,"2316109323,88"
BSN,BULLS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"1,143503",757705538.00,18,"866438500,15"
BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),17.06.2026,"10,221684",5122781.00,652,"52363450,45"
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,17.06.2026,"4,787887",51942943.00,986,"248696957,21"
