Dışa Aktarım Tarihi:,24.06.2026 10:48:57
Toplam Kayıt Sayısı:,6067

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
ILZ,İŞ PORTFÖY TEMKİNLİ FON SEPETİ FONU,22.06.2026,"7,751939",128186640.00,6648,"993695077,90"
IMB,İSTANBUL PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,291017",25876645.00,218,"33407191,32"
IMF,İSTANBUL PORTFÖY MAESTRO SERBEST FON,22.06.2026,"5,396432",66751810.00,19,"360221617,07"
IMG,GARANTİ PORTFÖY ING BANK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,22.06.2026,"47,815757",18287480.00,140,"874429700,46"
IMH,İŞ PORTFÖY ANADOLU HAYAT EMEKLİLİK SERBEST ÖZEL FON,22.06.2026,"6,128444",269532278.00,1,"1651813593,36"
IML,İŞ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,762521",550569703.00,5341,"970390460,86"
IMO,İŞ PORTFÖY ODAK SERBEST ÖZEL FON,22.06.2026,"5,618793",858797825.00,2,"4825407164,63"
IMS,İŞ PORTFÖY MERMER SERBEST ÖZEL FON,22.06.2026,"14,890448",37173550.00,4,"553530830,09"
IMT,İŞ PORTFÖY TOROS SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"68,115358",10107479.00,4,"688474555,23"
IMY,İŞ PORTFÖY SKYLARK SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"71,504469",21469047.00,6,"1535132807,28"
IMZ,İŞ PORTFÖY POYRAZ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"71,288056",4147547.00,4,"295670562,14"
INH,GARANTİ PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,22.06.2026,"14,41903",18941942.00,424,"273124423,54"
INV,INVEO PORTFÖY İSTATİSTİKSEL ARBİTRAJ KAR PAYI ÖDEYEN SERBEST (TL) ÖZEL FON,22.06.2026,"45,316267",42614927.00,1,"1931149412,35"
INZ,INVEO PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,22.06.2026,"3,237649",34399857.00,15,"111374676,73"
IOG,İŞ PORTFÖY GÜMÜŞ SERBEST FON,22.06.2026,"13,62534",1073677898.00,21298,"14629226644,21"
IOH,İŞ PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"50,446359",2596777.10,28,"130997948,82"
IOJ,İŞ PORTFÖY EKİM 2026 SERBEST (DÖVİZ) FON,22.06.2026,"49,845707",3586354.01,39,"178764349,96"
IOL,İŞ PORTFÖY OSK SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"63,66503",14305212.00,1,"910741758,26"
IOM,İSTANBUL PORTFÖY ONBEŞİNCİ SERBEST FON,22.06.2026,"4,153698",150683051.00,14,"625891874,40"
ION,İSTANBUL PORTFÖY ONİKİNCİ SERBEST FON,22.06.2026,"0,802058",2436925.00,14,"1954555,37"
IOO,İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,22.06.2026,"4,313273",4093362163.00,6180,"17655789476,48"
IOP,İŞ PORTFÖY ODEABANK PARA PİYASASI (TL) FONU,22.06.2026,"5,92531",1167625183.00,6917,"6918540733,51"
IOT,AZİMUT PORTFÖY 216 SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"56,678058",4502540.00,6,"255195222,62"
IOV,İSTANBUL PORTFÖY PAPİRUS SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"54,970724",9907429.00,1,"544618546,67"
IPA,İŞ PORTFÖY SÜTAŞ İKİNCİ SERBEST ÖZEL FON,22.06.2026,"0,785195",811002746.00,16,"636794923,31"
IPB,İSTANBUL PORTFÖY BİRİNCİ DEĞİŞKEN FON,22.06.2026,"0,876401",1335562602.57,16248,"1170488466,08"
IPC,İŞ PORTFÖY CK SERBEST ÖZEL FON,22.06.2026,"24,176595",575000.00,1,"13901542,24"
IPE,İŞ PORTFÖY ANADOLU SİGORTA SERBEST ÖZEL FON,22.06.2026,"9,051418",416615784.00,3,"3770963654,84"
IPF,PERFORM PORTFÖY İKİNCİ SERBEST FON,22.06.2026,"0,119375",1105011730.00,22,"131911132,66"
IPG,İŞ PORTFÖY ATAK FON SEPETİ FONU,22.06.2026,"9,260206",37289594.00,1815,"345309328,30"
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,22.06.2026,"20,588176",73864322.00,20722,"1520731640,07"
IPK,İŞ PORTFÖY KOS SERBEST ÖZEL FON,22.06.2026,"51,690876",58722780.00,1,"3035431960,48"
IPO,İŞ PORTFÖY ONUR SERBEST ÖZEL FON,22.06.2026,"47,029481",11026459.00,1,"518568640,07"
IPP,PERFORM PORTFÖY BIRINCI SERBEST FON,22.06.2026,"0,16989",41050538365.00,175,"6974069674,62"
IPR,İŞ PORTFÖY ICARUS SERBEST ÖZEL FON,22.06.2026,"32,722388",615000.00,1,"20124268,76"
IPU,İŞ PORTFÖY AS SERBEST ÖZEL FON,22.06.2026,"44,288907",116663621.00,1,"5166904220,82"
IPV,İŞ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,22.06.2026,"74,969294",26845119.00,12052,"2012559613,34"
IRB,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,241387",849763493.00,884,"1054885231,12"
IRE,İŞ PORTFÖY KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,22.06.2026,"46,19852",2486613.02,63,"114877842,43"
IRF,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU,22.06.2026,"6,866843",55488603.00,1585,"381031551,19"
IRL,İSTANBUL PORTFÖY KEY SERBEST FON,22.06.2026,"16,777352",15165905.00,16,"254443733,96"
IRO,İSTANBUL PORTFÖY ROBOTİK TEKNOLOJİLERİ SERBEST FON,22.06.2026,"2,108101",11227937.00,48,"23669630,07"
IRT,INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,22.06.2026,"8,103095",17068221.00,1553,"138305415,61"
IRV,İSTANBUL PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,22.06.2026,"6,475819",47069470.00,36,"304813344,83"
IRY,INVEO PORTFÖY PARA PİYASASI (TL) FONU,22.06.2026,"3,745375",641101284.00,2419,"2401164984,53"
ISR,İŞ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"18,454042",50936378.00,7,"939982080,50"
ISS,İŞ PORTFÖY DEĞER SERBEST ÖZEL FON,22.06.2026,"0,267518",775713881.00,7,"207517058,31"
IST,İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,22.06.2026,"0,182263",8277067183.89,3116,"1508599158,49"
ITA,İŞ PORTFÖY ARSLAN SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"70,363099",11221333.00,1,"789567765,79"
ITC,INVEO PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,254922",20839191.00,301,"26151567,67"
ITD,İŞ PORTFÖY TE2 SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"66,097321",37000272.00,1,"2445618859,68"
ITJ,İSTANBUL PORTFÖY SEKİZİNCİ SERBEST FON,22.06.2026,"9,897514",24017213.00,12,"237710695,51"
ITL,İŞ PORTFÖY ÖPY DELTA SERBEST (TL) ÖZEL FON,22.06.2026,"4,262078",1026267998.00,1,"4374034493,92"
ITP,İŞ PORTFÖY TEKNOLOJİ KARMA FON,22.06.2026,"12,716727",82596355.00,11621,"1050355322,96"
ITR,İŞ PORTFÖY TE1 SERBEST ÖZEL FON,22.06.2026,"4,152872",245568075.00,1,"1019812766,69"
ITV,İŞ PORTFÖY ALTINCI SERBEST (DÖVİZ) FON,22.06.2026,"46,293726",17596116.02,30,"814589777,41"
ITZ,İŞ PORTFÖY ATLAS SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"58,26124",31768815.00,3,"1850890554,86"
IUA,İSTANBUL PORTFÖY KARYA SERBEST (DÖVİZ) FON,22.06.2026,"65,424912",6651212.00,55,"435154959,94"
IUB,İŞ PORTFÖY EVREN SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"68,993978",4814710.00,3,"332185996,93"
IUC,INVEO PORTFÖY GEDİK YATIRIM SERBEST (TL) ÖZEL FON,22.06.2026,"2,080408",485353634.00,1,"1009733658,72"
IUF,İŞ PORTFÖY YEDİNCİ SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"64,779975",338689600.00,7825,"21940303850,11"
IUH,INVEO PORTFÖY DÖNÜŞTÜRÜCÜ TEKNOLOJİLER FON SEPETİ FONU,22.06.2026,"6,231305",2616143.66,772,"16301988,00"
IUM,İŞ PORTFÖY HK SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"64,560234",6075558.00,1,"392239445,36"
IUN,İŞ PORTFÖY YELKEN SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"73,506465",3921916.00,4,"288286180,67"
IUV,İŞ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ)  FON,22.06.2026,"64,338205",349222452.00,6735,"22468345845,56"
IUZ,İŞ PORTFÖY ANADOLUBANK PARA PİYASASI (TL) FONU,22.06.2026,"4,461107",255608747.00,1130,"1140297971,75"
IV2,PHİLLİP PORTFÖY ARİSTA SERBEST FON,22.06.2026,"21,56288",61238989.00,14,"1320488961,02"
IV6,INVEO PORTFÖY TE3 SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"62,681666",25018090.00,1,"1568175553,84"
IV7,INVEO PORTFÖY BEŞER SERBEST (TL) ÖZEL FON,22.06.2026,"4,724981",109304696.00,1,"516462591,53"
IV8,INVEO PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,22.06.2026,"2,17071",14167686.00,143,"30753930,97"
IVA,İSTANBUL PORTFÖY BAYRAKTAR SERBEST ÖZEL FON,22.06.2026,"2,600564",50000000.00,3,"130028203,31"
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"6,416717",29754451.00,1407,"190925887,09"
IVS,İSTANBUL PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,22.06.2026,"5,619105",80795884.29,26,"454000592,12"
IVY,İSTANBUL PORTFÖY BLOCKCHAIN TEKNOLOJİLERİ DEĞİŞKEN FON,22.06.2026,"6,18806",134545017.00,14157,"832572623,70"
IYB,AURA PORTFÖY DEĞİŞKEN FONU,22.06.2026,"5,942739",24250762.00,454,"144115960,02"
IYP,İSTANBUL PORTFÖY YILDIZ SERBEST ÖZEL FON,22.06.2026,"3,005921",766633188.32,2,"2304439026,29"
IYR,İŞ PORTFÖY HEDEF SERBEST FON,22.06.2026,"0,129792",1661051337.00,27,"215591898,01"
IYS,İŞ PORTFÖY SÜTAŞ SERBEST ÖZEL FON,22.06.2026,"1,32093",4371033343.00,16,"5773827586,58"
IYV,İSTANBUL PORTFÖY AŞİYAN SERBEST FON,22.06.2026,"1,188381",188663863.00,68,"224204560,22"
IZA,AZİMUT PORTFÖY İNAN2 SERBEST ÖZEL FON,22.06.2026,"2,028473",248864656.00,1,"504815199,42"
IZB,İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ SERBEST FON,22.06.2026,"10,130482",7046837.00,40,"71387854,47"
IZE,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"62,630985",4149513.00,1,"259888085,96"
IZL,İŞ PORTFÖY EYLÜL 2027 SERBEST (DÖVİZ) FON,22.06.2026,"50,309296",1814702.11,19,"91296386,48"
IZS,İSTANBUL PORTFÖY ALTINCI SERBEST FON,22.06.2026,"8,31748",2403127.00,15,"19987961,02"
IZV,İSTANBUL PORTFÖY ATLANTİK SERBEST (TL) ÖZEL FON,22.06.2026,"9,701645",10944421.00,2,"106178882,39"
IZY,İŞ PORTFÖY ONYEDİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"46,525535",1086117.01,31,"50532175,50"
JET,ATA PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,22.06.2026,"2,26883",257886258.00,18340,"585100047,07"
JOT,İŞ PORTFÖY JOTANTA SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"56,023519",19709609.00,1,"1104201654,07"
JUP,AURA PORTFÖY JÜPİTER SERBEST (DÖVİZ) FON,22.06.2026,"0,517703",104473623.00,57,"54086357,97"
KAC,ALBARAKA PORTFÖY EMLAK KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"3,671657",5022322485.00,2068,"18440245449,80"
KAN,KUVEYT TÜRK PORTFÖY ALTIN KATILIM SERBEST FON,22.06.2026,"6379,109295",834427.00,40,"5322901032,07"
KAV,KUVEYT TÜRK PORTFÖY ALTINCI KATILIM SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"54,919979",339129024.00,5820,"18624958783,83"
KBJ,STRATEJİ PORTFÖY KİBELE KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"4,16864",177379161.00,113,"739429930,93"
KBP,KUVEYT TÜRK PORTFÖY PY KATILIM HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,68435",207605047.00,5,"349679462,44"
KBZ,KUVEYT TÜRK PORTFÖY SBZ KATILIM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"50,100258",3094492.00,1,"155034848,71"
KCL,KARE PORTFÖY ÇOKLU VARLIK KATILIM FONU,22.06.2026,"1,719601",8390570.00,191,"14428436,63"
KCV,KUVEYT TÜRK PORTFÖY ÇOKLU VARLIK KATILIM FONU,22.06.2026,"5,078623",565210734.00,13114,"2870492395,77"
KDE,KUVEYT TÜRK PORTFÖY DENGELİ KATILIM FONU,22.06.2026,"1,687336",325721909.00,2530,"549602378,67"
KDI,KARE PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"55,508643",6396998.00,12,"355088680,62"
KDK,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON,22.06.2026,"14,961266",3147787.00,1,"47094877,47"
KDL,KUVEYT TÜRK PORTFÖY BEŞİNCİ KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"50,678578",506981541.00,7177,"25693103808,41"
KDO,İŞ PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"53,809381",16745115.00,517,"901044266,57"
KDS,KUVEYT TÜRK PORTFÖY YEDİNCİ KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"52,511484",582739990.00,1384,"30600541614,95"
KDT,GARANTİ PORTFÖY KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"52,494476",61020403.00,1107,"3203234076,31"
KDV,KUVEYT TÜRK PORTFÖY DOKUZUNCU KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"46,882035",507828119.00,185,"23808015771,44"
KDZ,KUVEYT TÜRK PORTFÖY SEKİZINCİ KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"47,296096",122222569.00,816,"5780650377,49"
KEI,KUVEYT TÜRK PORTFÖY KATILIM EMEKLİLİK İKİNCİ KATILIM SERBEST ÖZEL FON,22.06.2026,"1,807763",179618321.00,1,"324707321,70"
KEO,KUVEYT TÜRK PORTFÖY KATILIM EMEKLİLİK BİRİNCİ KATILIM SERBEST ÖZEL FON,22.06.2026,"1,696679",39442409.00,1,"66921124,85"
KEU,KUVEYT TÜRK PORTFÖY ONUNCU KATILIM SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"50,595929",79433814.00,49,"4019027643,43"
KFZ,KUVEYT TÜRK PORTFÖY KFZ KATILIM SERBEST ÖZEL FON,22.06.2026,"4,198551",82607927.00,1,"346833583,76"
KGM,KUVEYT TÜRK PORTFÖY GÜMÜŞ KATILIM FON SEPETİ FONU,22.06.2026,"2,859103",1094588677.00,30072,"3129542007,54"
KH1,AK PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,285583",72745559.00,959,"93520439,25"
KHA,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,589631",387385323.00,15369,"1390570264,61"
KHB,KARE PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,597001",11130898.00,203,"17776057,14"
KHC,PARDUS PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,286395",57514906.00,1664,"131501820,66"
KHD,ATLAS PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,373592",501393348.00,13,"688709904,68"
KHF,ALLBATROSS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,14997",7494290.00,13,"1123920,99"
KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,233722",17881820.00,589,"22061192,05"
KHP,KUVEYT TÜRK PORTFÖY PAYLAŞIMLI HESAP PARA PİYASASI KATILIM FONU,22.06.2026,"1,100321",27693783118.00,1903,"30472055946,10"
KHT,ALLBATROSS PORTFÖY KARTAL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,68676",3769075.00,277,"10126601,37"
KHU,KUVEYT TÜRK PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) ÖZEL FON,22.06.2026,"35,302289",95518.00,1,"3372004,00"
KIA,TRIVE PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,22.06.2026,"4,422136",6603726.00,410,"29202576,34"
KIB,TRIVE PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,22.06.2026,"4,141973",2602266.00,1019,"10778516,09"
KIE,TRIVE PORTFÖY PARA PİYASASI (TL) FONU,22.06.2026,"4,332809",41232880.00,847,"178654210,13"
KIH,KARE PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,22.06.2026,"1,453771",38824506.00,33,"56441936,85"
KIK,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM FONU,22.06.2026,"1,495587",137158141.00,1374,"205131947,83"
KIS,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (DÖVİZ) FONU,22.06.2026,"0,213498",436789551.00,817,"93253561,74"
KJK,KUVEYT TÜRK PORTFÖY KUVEYT TÜRK YABANCI KATILIM SERBEST ÖZEL FON,22.06.2026,"0,002184",21405755952.00,1,"46754859,89"
KKB,KUVEYT TÜRK PORTFÖY EKAS KATILIM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"61,437661",41940.00,1,"2576695,51"
KKC,KARE PORTFÖY KATILIM SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"54,816892",3056714.00,59,"167559560,89"
KKE,KUVEYT TÜRK PORTFÖY USTA KATILIM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"50,002878",1726780.00,2,"86343970,17"
KKH,İŞ PORTFÖY DENGELİ FON SEPETİ FONU,22.06.2026,"6,557641",81501031.00,5297,"534454469,65"
KKL,ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"2,317125",1367556522.00,1409,"3168799885,58"
KKO,YAPI KREDİ PORTFÖY KASIM 2026 KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,22.06.2026,"47,30897",46220258.00,258,"2186632779,62"
KKP,İŞ PORTFÖY 2028 KAPİTAL KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,22.06.2026,"47,775655",88172536.00,328,"4212500671,34"
KKT,KUVEYT TÜRK PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"2,928598",2611049490.00,52,"7646714638,44"
KLH,ATLAS PORTFÖY KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,184098",125635695.00,3766,"400036347,56"
KLI,AK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,22.06.2026,"1,228835",428109126.00,120,"526075503,73"
KLL,KUVEYT TÜRK PORTFÖY TLL KATILIM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"55,916498",196370.00,1,"10980322,75"
KLM,İŞ PORTFÖY KALAMIŞ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"64,61823",14877076.00,1,"961330323,53"
KLS,ALLBATROSS PORTFÖY KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"41,014573",24568.00,2,"1007646,03"
KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,22.06.2026,"4,545209",18485455213.00,94457,"84020254026,65"
KMA,KUVEYT TÜRK PORTFÖY KMA KATILIM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"163,370386",74818.00,1,"12223045,56"
KME,KUVEYT TÜRK PORTFÖY TEMKİNLİ KATILIM FONU,22.06.2026,"1,565859",163684300.00,1361,"256306493,02"
KMF,AZİMUT PORTFÖY ALTIN KATILIM FONU,22.06.2026,"3,276323",481244591.00,2428,"1576712752,05"
KMN,YAPI KREDİ PORTFÖY KIYMETLİ MADENLER KATILIM FONU,22.06.2026,"0,906634",461050407.00,4887,"418003997,85"
KMT,KUVEYT TÜRK PORTFÖY KAM KATILIM SERBEST (TL) ÖZEL FON,22.06.2026,"3,424983",24785369.00,1,"84889459,45"
KNC,AK PORTFÖY ÖPY ÜÇÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"64,818924",5362076.00,16,"347563997,86"
KNI,AZİMUT PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,22.06.2026,"1,293332",11660384489.00,409,"15080743193,57"
KNJ,KUVEYT TÜRK PORTFÖY ENERJİ KATILIM FONU,22.06.2026,"1,856839",449611480.00,13203,"834856280,88"
KNN,İŞ PORTFÖY KANTİTATİF SERBEST (TL) FON,22.06.2026,"1,425175",428061991.00,16,"610063393,51"
KNP,AK PORTFÖY KOR SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"79,688838",2624909.00,2,"209175946,89"
KNS,KUVEYT TÜRK PORTFÖY NKS KATILIM SERBEST (TL) ÖZEL FON,22.06.2026,"4,197303",1127191620.00,1,"4731165163,49"
KNT,AK PORTFÖY VİRA SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"58,326973",2865973.00,3,"167163530,25"
KNV,AK PORTFÖY OPERA SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"69,974242",4490340.00,5,"314208137,46"
KNZ,AK PORTFÖY MNM SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"68,139958",14736811.00,1,"1004165685,68"
KO4,QNB PORTFÖY KAR PAYI ÖDEYEN ONDÖRDÜNCÜ SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"53,15782",83940000.00,875,"4462067401,73"
KOB,KUVEYT TÜRK PORTFÖY KUVEYT TÜRK KATILIM BANKASI ÖZEL BANKACILIK KATILIM SERBEST ÖZEL FON,22.06.2026,"1,329831",1322524545.00,44,"1758733524,41"
KOD,YAPI KREDİ PORTFÖY KÜÇÜK ÖLÇEKLİ ŞİRKETLER DEĞİŞKEN FON,22.06.2026,"1,026331",69238305.00,745,"71061449,41"
KOP,ASTRA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"7,657703",2051000.00,14,"15705949,28"
KOT,AZİMUT PORTFÖY KOÇ TOPLULUĞU ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,391175",149708120.00,3793,"208270142,96"
KOZ,İŞ PORTFÖY KOZA SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"61,907744",1118437.00,4,"69239911,82"
KP3,KARE PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,22.06.2026,"50,914061",276633.00,14,"14084509,49"
KPA,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,664276",253467124.00,13161,"421839362,97"
KPB,ROTA PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,22.06.2026,"7,024469",801428.00,1,"5629606,00"
KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"20,803006",196505279.00,22711,"4087900458,11"
KPD,KUVEYT TÜRK PORTFÖY KAR PAYI ÖDEYEN KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"47,297981",7237880.00,567,"342337109,51"
KPF,NEO PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,677939",224093107.00,241,"376014465,02"
KPH,İŞ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,378021",484739668.00,12750,"667981546,66"
KPI,İŞ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,22.06.2026,"1,381739",3129118062.00,4751,"4323625497,36"
KPK,İŞ PORTFÖY DURUSU SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"9,869195",46252674.00,1,"456476678,45"
KPP,KARE PORTFÖY PARA PİYASASI FONU,22.06.2026,"2,965787",133351782.00,731,"395493027,11"
KPR,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM SERBEST FON,22.06.2026,"1,759401",29872395315.00,1208,"52557511433,31"
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"4,065796",160356471.00,6415,"651976739,63"
KRC,KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,22.06.2026,"0,138382",207813320.00,149,"28757688,05"
KRF,KARE PORTFÖY BİRİNCİ DEĞİŞKEN FON,22.06.2026,"20,221447",5970728.00,667,"120736761,99"
KRH,PARDUS PORTFÖY KARTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,507205",1303127138.00,41,"1964080048,09"
KRO,DENİZ PORTFÖY KAR PAYI ÖDEYEN ONUNCU SERBEST (DÖVİZ) FON,22.06.2026,"46,493733",6399602.00,60,"297541384,36"
KRR,İŞ PORTFÖY KARMA FON,22.06.2026,"1,141669",25702358.00,727,"29343582,84"
KRS,KARE PORTFÖY SERBEST (DÖVİZ) FON,22.06.2026,"0,507346",3136949618.00,1282,"1591518080,39"
KRT,KARE PORTFÖY TÜRKİYE ODAKLI SERBEST (DÖVİZ ) FON,22.06.2026,"71,810633",11382671.00,169,"817396807,70"
KRV,QNB PORTFÖY KAR PAYI ÖDEYEN ALTINCI SERBEST (DÖVİZ) FON,22.06.2026,"46,447825",117610000.01,1039,"5462728722,44"
