Dışa Aktarım Tarihi:,24.06.2026 10:48:57
Toplam Kayıt Sayısı:,6067

Fon Kodu,Fon Adı,Tarih,Fiyat,Tedavüldeki Pay Sayısı,Kişi Sayısı,Fon Toplam Değer
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,22.06.2026,"0,300402",2461211168.00,26903,"739352116,03"
AFT,AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU,22.06.2026,"0,964349",21493544420.00,143696,"20727268910,32"
AFV,AK PORTFÖY AVRUPA YABANCI HİSSE SENEDİ FONU,22.06.2026,"0,568293",2107831404.00,15078,"1197866066,09"
AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,22.06.2026,"8,977698",11397797.00,2434,"102325977,63"
AHH,AZİMUT PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,22.06.2026,"10,167119",21370610.00,15,"217277528,01"
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),22.06.2026,"39,456229",3494213.00,2523,"137868467,02"
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,22.06.2026,"66,391802",479402.00,100,"31828362,75"
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,22.06.2026,"10,698573",20699491.00,579,"221455010,07"
AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,22.06.2026,"20,759283",5991062.00,170,"124370148,59"
AHZ,AZİMUT PORTFÖY ATAK FON SEPETİ SERBEST FON,22.06.2026,"28,594541",23436880.00,12,"670166822,09"
AI1,ATA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,22.06.2026,"1,173132",58917889.00,18,"69118439,78"
AIH,AK PORTFÖY RTH HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"17,644064",9643754.00,4,"170155013,70"
AII,AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"92,268505",4091000.00,3,"377470453,01"
AIM,AK PORTFÖY MİMKA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"25,344066",2162287.00,1,"54801143,72"
AIR,AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"158,796074",8812765.00,2,"1399432482,74"
AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,22.06.2026,"0,100774",125195323054.00,15201,"12616411228,10"
AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,262025",18223874.00,87,"22998979,11"
AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON,22.06.2026,"60,823501",86987955.00,1015,"5290911954,13"
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,22.06.2026,"62,101106",2191944.00,125,"136122146,33"
AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"61,828386",80854734.00,1407,"4999117693,82"
AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,22.06.2026,"59,708354",7385636.00,299,"440984165,18"
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,22.06.2026,"0,526003",365379937.00,9229,"192190795,43"
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"53,206178",162055210.00,21545,"8622338415,84"
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,22.06.2026,"0,508827",2058038669.00,13631,"1047185416,44"
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,969935",2306751345.00,17177,"2237399528,19"
AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"3,748182",318546011.00,12,"1193968546,38"
AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"51,995801",269217346.00,2412,"13998171537,83"
AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"3,667263",1426593054.00,12,"5231691357,44"
AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,22.06.2026,"3,540104",1941406332.00,106,"6872780903,11"
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,36332",5529475525.00,26172,"2008970110,15"
ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,22.06.2026,"12,679269",6003279804.00,141119,"76117199066,90"
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,22.06.2026,"108,393446",11642401.25,2454,"1261959989,50"
ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU,22.06.2026,"35,166877",15268351.00,3967,"536940223,03"
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,22.06.2026,"20,995743",12399516.00,173,"260337057,35"
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,651233",12659207.00,221,"20903303,10"
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,22.06.2026,"0,394582",3539088464.00,39486,"1396459957,53"
AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,22.06.2026,"2,578083",287026278.00,35,"739977441,71"
AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,158345",249218342.00,11,"288680706,53"
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,994593",1012592.00,12,"1007117,05"
AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"8,587923",101329403.00,45,"870209149,62"
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,22.06.2026,"2,488755",95841949.00,507,"238527100,66"
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,22.06.2026,"6,960745",13733414.00,3057,"95594794,25"
APP,AK PORTFÖY P1 SERBEST ÖZEL FON,22.06.2026,"31,646211",6415502.00,2,"203026329,20"
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,22.06.2026,"0,154062",1849115035.00,13207,"284877647,03"
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,22.06.2026,"0,231753",140561187.00,1672,"32575527,37"
ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,22.06.2026,"8,314112",90349894.00,1,"751179167,51"
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,22.06.2026,"15,494495",272717674.00,7720,"4225622603,95"
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,22.06.2026,"18,15926",182122518.00,5421,"3307210082,17"
ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,22.06.2026,"42,142643",75563996.00,1,"3184466513,64"
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"44,934741",141759.00,37,"6369903,98"
AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,22.06.2026,"0,782057",225848060.00,16,"176625963,79"
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,939782",17704967.00,809,"69753710,61"
ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,22.06.2026,"23,200117",45440594.00,10,"1054227083,97"
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,22.06.2026,"1,11896",47008726.00,632,"52600887,29"
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,22.06.2026,"48,649123",16442617.00,600,"799918896,54"
AVC,ATA PORTFÖY İKİNCİ SERBEST (TL) FON,22.06.2026,"145,892094",1944511.00,12,"283688781,20"
AVT,AK PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,22.06.2026,"212,736531",17436474.00,19577,"3709374988,63"
AVZ,AK PORTFÖY EMS SERBEST ( DÖVİZ ) ÖZEL FON,22.06.2026,"99,554731",2302470.00,1,"229221782,53"
AY6,AZİMUT PORTFÖY 26.0 SERBEST FON,22.06.2026,"1,366409",78262194.00,11,"106938165,89"
AY7,AZİMUT PORTFÖY 27.0 SERBEST FON,22.06.2026,"1,582977",164328532.00,12,"260128220,85"
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"19,166293",62805427.00,10406,"1203747225,95"
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,22.06.2026,"0,131501",12340549888.00,13091,"1622798362,64"
AZF,AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,22.06.2026,"0,17383",3325162435.00,4,"578012146,51"
AZJ,AZİMUT PYŞ STRATEJİ-1 SERBEST FON,22.06.2026,"19,34778",53102007.00,44,"1027405943,62"
AZV,AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"25,988379",167751891.00,5,"4359599776,63"
AZZ,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"61,176083",456561662.00,6,"27930654277,75"
BA1,GLOBAL MD PORTFÖY BİRİNCİ SERBEST FON,22.06.2026,"1,624831",201463520.00,25,"327344264,45"
BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"5,303759",754698421.00,11,"4002738302,40"
BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,22.06.2026,"0,985183",82956245.00,166,"81727078,68"
BAL,QNB PORTFÖY BALY SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"47,971588",21974290.00,1,"1054141576,09"
BAO,AZİMUT PORTFÖY BARKIN SERBEST (TL) ÖZEL FON,22.06.2026,"3,324209",37508385.00,4,"124685725,94"
BAS,İŞ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"51,733927",28610784.00,1,"1480148201,34"
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,22.06.2026,"3,368409",43912463.00,953,"147915129,65"
BBI,ALLBATROSS PORTFÖY BİANCO SERBEST (TL) FON,22.06.2026,"1,262412",679926.00,11,"858347,08"
BBN,BULLS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,662638",2300561650.00,13,"1524438971,62"
BBO,BULLS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,850352",331368445.00,11,"613148276,21"
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,22.06.2026,"2,142216",11423242.00,641,"24471053,28"
BBS,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON,22.06.2026,"1,496174",784878868.00,773,"1174315126,84"
BCC,ASTRA PORTFÖY BCC SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"70,41963",41727888.00,3,"2938462434,00"
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,22.06.2026,"2,093635",77377933.00,2567,"162001142,96"
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,22.06.2026,"1,683163",20732382.00,405,"34895977,35"
BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,22.06.2026,"53,919472",58038916.00,566,"3129427720,47"
BDC,AURA PORTFÖY BODRUM SERBEST FON,22.06.2026,"9,0129",42168740.00,36,"380062634,62"
BDI,PARDUS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,068228",682615467.00,73,"46573147,27"
BDO,BULLS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,275856",1678298973.00,11,"5497864931,52"
BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,311166",155130725.00,9860,"358532852,82"
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,682002",60370933.00,2391,"101544041,34"
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,22.06.2026,"1,774304",5248825.00,56,"9313013,56"
BFO,İŞ PORTFÖY BFO1 SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"51,476319",203562943.00,1,"10478670909,26"
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,22.06.2026,"0,93507",13499664.00,89,"12623125,97"
BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,269865",201671127.00,564,"256095089,32"
BGH,AZİMUT PORTFÖY BGN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,34392",470029440.00,1,"1101711506,54"
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,22.06.2026,"6,125686",9945908349.00,29855,"60925509736,23"
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,624694",50715867.00,739,"82397779,22"
BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,856899",20149848.00,72,"37416233,36"
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,22.06.2026,"3,118043",83440894.00,2095,"260172256,84"
BHH,PARDUS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,172154",1324755433.00,73,"228062105,20"
BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,217702",606573848.00,399,"1345200217,48"
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,32391",56298995.00,892,"74534799,24"
BHN,A1 CAPİTAL PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,011729",329597007.00,41,"663059713,85"
BHO,AZİMUT PORTFÖY BİRİNCİ PY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,159537",1224797601.00,1,"1420198588,41"
BI5,BULLS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,472393",387605765.00,12,"570707875,56"
BIA,TRİVE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,208438",2560193.00,12,"533640,37"
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,396728",78706559.00,2142,"267344796,91"
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,445102",398581414.00,3547,"575990697,21"
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"7,70408",99724864.00,528,"768288296,58"
BIK,BULLS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,314727",2323018343.00,14,"3054134704,47"
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"2,504984",450469909.00,11244,"1128420075,88"
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,22.06.2026,"1,534174",3849603055.00,203,"5905961281,99"
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,22.06.2026,"1,691674",447016110.00,63,"756205335,82"
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,337223",60442980.00,288,"80825752,93"
BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,22.06.2026,"51,247228",19760231.00,100,"1012657072,98"
BKO,AZİMUT PORTFÖY BİRİNCİ KATILIM SERBEST ÖZEL FON,22.06.2026,"1,202019",3195315361.00,1,"3840828981,57"
BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,22.06.2026,"47,761565",83372917.00,719,"3982020991,61"
BLA,BULLS PORTFÖY ALGORİTMİK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"6,619295",935298004.00,15,"6191013711,78"
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,22.06.2026,"1,564491",340455687.00,781,"532639788,30"
BLT,BULLS PORTFÖY ALTIN FONU,22.06.2026,"1,678949",191054796.00,2683,"320771295,49"
BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"3,012039",827150382.00,24,"2491409440,30"
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,22.06.2026,"2,091971",335136249.00,251,"701095218,09"
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,395306",60274975.00,195,"84102010,50"
BOH,BULLS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,948606",250569682.00,11,"237691974,52"
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,22.06.2026,"1,596628",24956472.00,230,"39846213,31"
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,22.06.2026,"1,298284",13118048.00,267,"17030953,16"
BOP,İŞ PORTFÖY ÖPY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"47,378544",24454727.00,9,"1158629369,20"
BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,513677",1737749017.00,1095,"2630391362,94"
BP5,BULLS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,628338",245967790.00,15,"400518699,83"
BPD,BULLS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,22.06.2026,"52,280418",2748429.00,11,"143689016,78"
BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,22.06.2026,"1,47904",292869118.00,621,"433165218,37"
BRB,BULLS PORTFÖY ARENA SERBEST FON,22.06.2026,"1,111323",659840963.00,11,"733296308,24"
BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,278535",101292798.00,35,"129506425,30"
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,22.06.2026,"1,634755",62674529.00,1176,"102457501,57"
BRG,TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU,22.06.2026,"4,800112",375535147.00,1571,"1802610868,54"
BRH,İSTANBUL PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"6,997987",805715932.00,15,"5638389759,33"
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,22.06.2026,"1,557374",103891218.00,276,"161797506,94"
BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,153987",23852957.00,422,"27525999,91"
BRZ,TEB PORTFÖY BURGAZ SERBEST (DÖVİZ) ÖZEL FON,22.06.2026,"52,673636",32662700.00,5,"1720463154,42"
BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,22.06.2026,"1,210547",6977309.00,137,"8446362,84"
BSA,İŞ PORTFÖY BAŞAK SERBEST ÖZEL FON,22.06.2026,"0,428802",2039522977.00,1,"874552362,77"
BSC,A1 CAPİTAL PORTFÖY BİRİNCİ SERBEST FON,22.06.2026,"0,245455",957333901.00,41,"234982687,98"
BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,22.06.2026,"1,145519",265232070.00,93,"303828296,12"
BSE,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"0,684348",699708406.00,66,"478844111,19"
BSF,İŞ PORTFÖY BİRİNCİ SERBEST ÖZEL FON,22.06.2026,"1,376324",5653503590.00,1,"7781051211,29"
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,140791",4958762.00,144,"5656910,48"
BSM,GLOBAL MD PORTFÖY BERRAK SERBEST FON,22.06.2026,"1,618813",1597232869.00,3078,"2585621204,66"
BSN,BULLS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"1,156909",757705538.00,18,"876596040,74"
BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),22.06.2026,"10,258715",5057066.00,641,"51878997,01"
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,22.06.2026,"4,829798",51262137.00,983,"247585784,31"
